Temperature - (Celsius), Year, Statistics, Country, ISO3
18.8915, 1999, Jul Average, Czech Republic, CZE
17.3751, 1999, Aug Average, Czech Republic, CZE
16.6756, 1999, Sep Average, Czech Republic, CZE
8.85064, 1999, Oct Average, Czech Republic, CZE
1.94693, 1999, Nov Average, Czech Republic, CZE
-0.1557, 1999, Dec Average, Czech Republic, CZE
-2.1714, 2000, Jan Average, Czech Republic, CZE
2.56193, 2000, Feb Average, Czech Republic, CZE
4.26612, 2000, Mar Average, Czech Republic, CZE
11.1867, 2000, Apr Average, Czech Republic, CZE
15.0089, 2000, May Average, Czech Republic, CZE
17.5398, 2000, Jun Average, Czech Republic, CZE
15.977, 2000, Jul Average, Czech Republic, CZE
19.004, 2000, Aug Average, Czech Republic, CZE
13.5882, 2000, Sep Average, Czech Republic, CZE
11.4265, 2000, Oct Average, Czech Republic, CZE
5.58815, 2000, Nov Average, Czech Republic, CZE
1.04207, 2000, Dec Average, Czech Republic, CZE
-1.3096, 2001, Jan Average, Czech Republic, CZE
0.74364, 2001, Feb Average, Czech Republic, CZE
4.17739, 2001, Mar Average, Czech Republic, CZE
7.25414, 2001, Apr Average, Czech Republic, CZE
14.5736, 2001, May Average, Czech Republic, CZE
14.3934, 2001, Jun Average, Czech Republic, CZE
18.4748, 2001, Jul Average, Czech Republic, CZE
19.0939, 2001, Aug Average, Czech Republic, CZE
11.8684, 2001, Sep Average, Czech Republic, CZE
12.1033, 2001, Oct Average, Czech Republic, CZE
2.20288, 2001, Nov Average, Czech Republic, CZE
-3.1944, 2001, Dec Average, Czech Republic, CZE
-0.8224, 2002, Jan Average, Czech Republic, CZE
3.78247, 2002, Feb Average, Czech Republic, CZE
4.96068, 2002, Mar Average, Czech Republic, CZE
8.00842, 2002, Apr Average, Czech Republic, CZE
15.269, 2002, May Average, Czech Republic, CZE
17.6609, 2002, Jun Average, Czech Republic, CZE
18.9058, 2002, Jul Average, Czech Republic, CZE
19.152, 2002, Aug Average, Czech Republic, CZE
12.9381, 2002, Sep Average, Czech Republic, CZE
7.65925, 2002, Oct Average, Czech Republic, CZE
4.83119, 2002, Nov Average, Czech Republic, CZE
-2.6093, 2002, Dec Average, Czech Republic, CZE
-2.5287, 2003, Jan Average, Czech Republic, CZE
-3.7302, 2003, Feb Average, Czech Republic, CZE
4.05849, 2003, Mar Average, Czech Republic, CZE
7.8564, 2003, Apr Average, Czech Republic, CZE
15.3109, 2003, May Average, Czech Republic, CZE
19.0694, 2003, Jun Average, Czech Republic, CZE
19.0197, 2003, Jul Average, Czech Republic, CZE
20.7752, 2003, Aug Average, Czech Republic, CZE
14.2396, 2003, Sep Average, Czech Republic, CZE
5.72757, 2003, Oct Average, Czech Republic, CZE
4.99397, 2003, Nov Average, Czech Republic, CZE
-0.1065, 2003, Dec Average, Czech Republic, CZE
-3.5526, 2004, Jan Average, Czech Republic, CZE
0.92722, 2004, Feb Average, Czech Republic, CZE
3.20328, 2004, Mar Average, Czech Republic, CZE
9.26203, 2004, Apr Average, Czech Republic, CZE
11.7165, 2004, May Average, Czech Republic, CZE
15.5526, 2004, Jun Average, Czech Republic, CZE
17.5373, 2004, Jul Average, Czech Republic, CZE
18.8118, 2004, Aug Average, Czech Republic, CZE
13.9099, 2004, Sep Average, Czech Republic, CZE
10.039, 2004, Oct Average, Czech Republic, CZE
3.64857, 2004, Nov Average, Czech Republic, CZE
-0.1314, 2004, Dec Average, Czech Republic, CZE
-0.2846, 2005, Jan Average, Czech Republic, CZE
-3.1427, 2005, Feb Average, Czech Republic, CZE
1.81892, 2005, Mar Average, Czech Republic, CZE
9.34236, 2005, Apr Average, Czech Republic, CZE
13.4578, 2005, May Average, Czech Republic, CZE
16.301, 2005, Jun Average, Czech Republic, CZE
18.3965, 2005, Jul Average, Czech Republic, CZE
16.5226, 2005, Aug Average, Czech Republic, CZE
15.0394, 2005, Sep Average, Czech Republic, CZE
9.9292, 2005, Oct Average, Czech Republic, CZE
2.49181, 2005, Nov Average, Czech Republic, CZE
-1.2503, 2005, Dec Average, Czech Republic, CZE
-5.5419, 2006, Jan Average, Czech Republic, CZE
-2.503, 2006, Feb Average, Czech Republic, CZE
0.80153, 2006, Mar Average, Czech Republic, CZE
8.90604, 2006, Apr Average, Czech Republic, CZE
13.0178, 2006, May Average, Czech Republic, CZE
17.1496, 2006, Jun Average, Czech Republic, CZE
21.1991, 2006, Jul Average, Czech Republic, CZE
15.9293, 2006, Aug Average, Czech Republic, CZE
16.4702, 2006, Sep Average, Czech Republic, CZE
11.1563, 2006, Oct Average, Czech Republic, CZE
5.88924, 2006, Nov Average, Czech Republic, CZE
2.47172, 2006, Dec Average, Czech Republic, CZE
3.15009, 2007, Jan Average, Czech Republic, CZE
2.80834, 2007, Feb Average, Czech Republic, CZE
5.74342, 2007, Mar Average, Czech Republic, CZE
11.1138, 2007, Apr Average, Czech Republic, CZE
14.7308, 2007, May Average, Czech Republic, CZE
18.2815, 2007, Jun Average, Czech Republic, CZE
18.7791, 2007, Jul Average, Czech Republic, CZE
18.386, 2007, Aug Average, Czech Republic, CZE
12.4356, 2007, Sep Average, Czech Republic, CZE
7.95904, 2007, Oct Average, Czech Republic, CZE
1.90742, 2007, Nov Average, Czech Republic, CZE
-0.5047, 2007, Dec Average, Czech Republic, CZE
1.39091, 2008, Jan Average, Czech Republic, CZE
2.81349, 2008, Feb Average, Czech Republic, CZE
3.73726, 2008, Mar Average, Czech Republic, CZE
8.33618, 2008, Apr Average, Czech Republic, CZE
14.1166, 2008, May Average, Czech Republic, CZE
17.8158, 2008, Jun Average, Czech Republic, CZE
18.4255, 2008, Jul Average, Czech Republic, CZE
18.252, 2008, Aug Average, Czech Republic, CZE
12.938, 2008, Sep Average, Czech Republic, CZE
9.21904, 2008, Oct Average, Czech Republic, CZE
4.76964, 2008, Nov Average, Czech Republic, CZE
0.58882, 2008, Dec Average, Czech Republic, CZE
-3.5887, 2009, Jan Average, Czech Republic, CZE
-0.6877, 2009, Feb Average, Czech Republic, CZE
3.68511, 2009, Mar Average, Czech Republic, CZE
12.2856, 2009, Apr Average, Czech Republic, CZE
14, 2009, May Average, Czech Republic, CZE
15.213, 2009, Jun Average, Czech Republic, CZE
18.7962, 2009, Jul Average, Czech Republic, CZE
19.3827, 2009, Aug Average, Czech Republic, CZE
15.6307, 2009, Sep Average, Czech Republic, CZE
7.92182, 2009, Oct Average, Czech Republic, CZE
5.86423, 2009, Nov Average, Czech Republic, CZE
-0.9825, 2009, Dec Average, Czech Republic, CZE
-5.1368, 2010, Jan Average, Czech Republic, CZE
-1.3904, 2010, Feb Average, Czech Republic, CZE
3.69981, 2010, Mar Average, Czech Republic, CZE
8.9025, 2010, Apr Average, Czech Republic, CZE
11.7814, 2010, May Average, Czech Republic, CZE
16.8662, 2010, Jun Average, Czech Republic, CZE
20.5929, 2010, Jul Average, Czech Republic, CZE
17.7792, 2010, Aug Average, Czech Republic, CZE
12.5018, 2010, Sep Average, Czech Republic, CZE
6.88957, 2010, Oct Average, Czech Republic, CZE
4.96058, 2010, Nov Average, Czech Republic, CZE
-4.8652, 2010, Dec Average, Czech Republic, CZE
-1.0036, 2011, Jan Average, Czech Republic, CZE
-1.3452, 2011, Feb Average, Czech Republic, CZE
4.61147, 2011, Mar Average, Czech Republic, CZE
11.283, 2011, Apr Average, Czech Republic, CZE
13.966, 2011, May Average, Czech Republic, CZE
17.3155, 2011, Jun Average, Czech Republic, CZE
16.9459, 2011, Jul Average, Czech Republic, CZE
18.9482, 2011, Aug Average, Czech Republic, CZE
15.8694, 2011, Sep Average, Czech Republic, CZE
8.86708, 2011, Oct Average, Czech Republic, CZE
3.13774, 2011, Nov Average, Czech Republic, CZE
1.91803, 2011, Dec Average, Czech Republic, CZE
-0.2778, 2012, Jan Average, Czech Republic, CZE
-4.6514, 2012, Feb Average, Czech Republic, CZE
6.23803, 2012, Mar Average, Czech Republic, CZE
9.08563, 2012, Apr Average, Czech Republic, CZE
14.8651, 2012, May Average, Czech Republic, CZE
17.1473, 2012, Jun Average, Czech Republic, CZE
18.8862, 2012, Jul Average, Czech Republic, CZE
19.4017, 2012, Aug Average, Czech Republic, CZE
14.6633, 2012, Sep Average, Czech Republic, CZE
8.61022, 2012, Oct Average, Czech Republic, CZE
5.06819, 2012, Nov Average, Czech Republic, CZE
-1.2689, 2012, Dec Average, Czech Republic, CZE
-1.9448, 2013, Jan Average, Czech Republic, CZE
-1.2028, 2013, Feb Average, Czech Republic, CZE
-0.1205, 2013, Mar Average, Czech Republic, CZE
8.95753, 2013, Apr Average, Czech Republic, CZE
12.6554, 2013, May Average, Czech Republic, CZE
16.3254, 2013, Jun Average, Czech Republic, CZE
20.1577, 2013, Jul Average, Czech Republic, CZE
18.9776, 2013, Aug Average, Czech Republic, CZE
12.9629, 2013, Sep Average, Czech Republic, CZE
10.1052, 2013, Oct Average, Czech Republic, CZE
4.30063, 2013, Nov Average, Czech Republic, CZE
1.72084, 2013, Dec Average, Czech Republic, CZE
0.32306, 2014, Jan Average, Czech Republic, CZE
3.05053, 2014, Feb Average, Czech Republic, CZE
7.12107, 2014, Mar Average, Czech Republic, CZE
10.6945, 2014, Apr Average, Czech Republic, CZE
12.6294, 2014, May Average, Czech Republic, CZE
16.7083, 2014, Jun Average, Czech Republic, CZE
19.8429, 2014, Jul Average, Czech Republic, CZE
16.803, 2014, Aug Average, Czech Republic, CZE
15.0368, 2014, Sep Average, Czech Republic, CZE
11.0956, 2014, Oct Average, Czech Republic, CZE
6.18286, 2014, Nov Average, Czech Republic, CZE
1.48841, 2014, Dec Average, Czech Republic, CZE
0.84739, 2015, Jan Average, Czech Republic, CZE
0.35685, 2015, Feb Average, Czech Republic, CZE
4.91293, 2015, Mar Average, Czech Republic, CZE
8.60365, 2015, Apr Average, Czech Republic, CZE
12.9612, 2015, May Average, Czech Republic, CZE
16.6282, 2015, Jun Average, Czech Republic, CZE
20.6423, 2015, Jul Average, Czech Republic, CZE
21.095, 2015, Aug Average, Czech Republic, CZE
14.246, 2015, Sep Average, Czech Republic, CZE
8.45171, 2015, Oct Average, Czech Republic, CZE
6.27125, 2015, Nov Average, Czech Republic, CZE
3.81298, 2015, Dec Average, Czech Republic, CZE
-1.4419, 2016, Jan Average, Czech Republic, CZE
3.35484, 2016, Feb Average, Czech Republic, CZE
4.12353, 2016, Mar Average, Czech Republic, CZE
8.65094, 2016, Apr Average, Czech Republic, CZE
13.7812, 2016, May Average, Czech Republic, CZE
17.808, 2016, Jun Average, Czech Republic, CZE
19.3248, 2016, Jul Average, Czech Republic, CZE
18.2018, 2016, Aug Average, Czech Republic, CZE
16.9601, 2016, Sep Average, Czech Republic, CZE
8.12499, 2016, Oct Average, Czech Republic, CZE
3.14484, 2016, Nov Average, Czech Republic, CZE
0.30268, 2016, Dec Average, Czech Republic, CZE
1.81201, 1991, Jan Average, Denmark, DNK
-1.2564, 1991, Feb Average, Denmark, DNK
4.51377, 1991, Mar Average, Denmark, DNK
6.75552, 1991, Apr Average, Denmark, DNK
9.51739, 1991, May Average, Denmark, DNK
12.0726, 1991, Jun Average, Denmark, DNK
17.8774, 1991, Jul Average, Denmark, DNK
17.1218, 1991, Aug Average, Denmark, DNK
13.8369, 1991, Sep Average, Denmark, DNK
8.84284, 1991, Oct Average, Denmark, DNK
4.95172, 1991, Nov Average, Denmark, DNK
3.01885, 1991, Dec Average, Denmark, DNK
2.45369, 1992, Jan Average, Denmark, DNK
3.32719, 1992, Feb Average, Denmark, DNK
4.37951, 1992, Mar Average, Denmark, DNK
6.34415, 1992, Apr Average, Denmark, DNK
13.228, 1992, May Average, Denmark, DNK
17.6496, 1992, Jun Average, Denmark, DNK
17.672, 1992, Jul Average, Denmark, DNK
16.3816, 1992, Aug Average, Denmark, DNK
13.2298, 1992, Sep Average, Denmark, DNK
6.43854, 1992, Oct Average, Denmark, DNK
4.94763, 1992, Nov Average, Denmark, DNK
2.51171, 1992, Dec Average, Denmark, DNK
1.82263, 1993, Jan Average, Denmark, DNK
1.17363, 1993, Feb Average, Denmark, DNK
3.16447, 1993, Mar Average, Denmark, DNK
7.89987, 1993, Apr Average, Denmark, DNK
13.16, 1993, May Average, Denmark, DNK
13.9319, 1993, Jun Average, Denmark, DNK
14.6505, 1993, Jul Average, Denmark, DNK
14.4468, 1993, Aug Average, Denmark, DNK
11.1431, 1993, Sep Average, Denmark, DNK
7.365, 1993, Oct Average, Denmark, DNK
1.89348, 1993, Nov Average, Denmark, DNK
1.87729, 1993, Dec Average, Denmark, DNK
2.24596, 1994, Jan Average, Denmark, DNK
-1.7339, 1994, Feb Average, Denmark, DNK
3.35713, 1994, Mar Average, Denmark, DNK
7.5549, 1994, Apr Average, Denmark, DNK
11.2479, 1994, May Average, Denmark, DNK
13.2768, 1994, Jun Average, Denmark, DNK
19.7715, 1994, Jul Average, Denmark, DNK
17.2633, 1994, Aug Average, Denmark, DNK
12.7774, 1994, Sep Average, Denmark, DNK
7.94883, 1994, Oct Average, Denmark, DNK
6.33612, 1994, Nov Average, Denmark, DNK
3.85443, 1994, Dec Average, Denmark, DNK
0.24508, 1995, Jan Average, Denmark, DNK
3.45982, 1995, Feb Average, Denmark, DNK
3.11228, 1995, Mar Average, Denmark, DNK
6.63573, 1995, Apr Average, Denmark, DNK
10.2833, 1995, May Average, Denmark, DNK
14.1499, 1995, Jun Average, Denmark, DNK
17.7353, 1995, Jul Average, Denmark, DNK
18.2897, 1995, Aug Average, Denmark, DNK
13.2212, 1995, Sep Average, Denmark, DNK
11.425, 1995, Oct Average, Denmark, DNK
3.47805, 1995, Nov Average, Denmark, DNK
-1.7615, 1995, Dec Average, Denmark, DNK
-2.4117, 1996, Jan Average, Denmark, DNK
-3.1778, 1996, Feb Average, Denmark, DNK
0.20155, 1996, Mar Average, Denmark, DNK
6.79815, 1996, Apr Average, Denmark, DNK
8.8689, 1996, May Average, Denmark, DNK
13.5612, 1996, Jun Average, Denmark, DNK
15.0712, 1996, Jul Average, Denmark, DNK
17.9576, 1996, Aug Average, Denmark, DNK
11.7802, 1996, Sep Average, Denmark, DNK
9.7266, 1996, Oct Average, Denmark, DNK
4.58917, 1996, Nov Average, Denmark, DNK
-0.978, 1996, Dec Average, Denmark, DNK
-1.6062, 1997, Jan Average, Denmark, DNK
2.623, 1997, Feb Average, Denmark, DNK
3.80853, 1997, Mar Average, Denmark, DNK
5.89224, 1997, Apr Average, Denmark, DNK
10.0333, 1997, May Average, Denmark, DNK
15.2816, 1997, Jun Average, Denmark, DNK
18.0097, 1997, Jul Average, Denmark, DNK
19.701, 1997, Aug Average, Denmark, DNK
13.6666, 1997, Sep Average, Denmark, DNK
7.80538, 1997, Oct Average, Denmark, DNK
4.01058, 1997, Nov Average, Denmark, DNK
2.04428, 1997, Dec Average, Denmark, DNK
2.10819, 1998, Jan Average, Denmark, DNK
4.53941, 1998, Feb Average, Denmark, DNK
3.84665, 1998, Mar Average, Denmark, DNK
6.95226, 1998, Apr Average, Denmark, DNK
12.2197, 1998, May Average, Denmark, DNK
14.2868, 1998, Jun Average, Denmark, DNK
14.9213, 1998, Jul Average, Denmark, DNK
14.9937, 1998, Aug Average, Denmark, DNK
13.5327, 1998, Sep Average, Denmark, DNK
8.4784, 1998, Oct Average, Denmark, DNK
1.57024, 1998, Nov Average, Denmark, DNK
0.81701, 1998, Dec Average, Denmark, DNK
1.71289, 1999, Jan Average, Denmark, DNK
0.81464, 1999, Feb Average, Denmark, DNK
3.7827, 1999, Mar Average, Denmark, DNK
7.94367, 1999, Apr Average, Denmark, DNK
10.9162, 1999, May Average, Denmark, DNK
14.0771, 1999, Jun Average, Denmark, DNK
17.8449, 1999, Jul Average, Denmark, DNK
16.8665, 1999, Aug Average, Denmark, DNK
16.1812, 1999, Sep Average, Denmark, DNK
9.30719, 1999, Oct Average, Denmark, DNK
5.38737, 1999, Nov Average, Denmark, DNK
1.97547, 1999, Dec Average, Denmark, DNK
2.46339, 2000, Jan Average, Denmark, DNK
3.2096, 2000, Feb Average, Denmark, DNK
3.87476, 2000, Mar Average, Denmark, DNK
8.62409, 2000, Apr Average, Denmark, DNK
13.0018, 2000, May Average, Denmark, DNK
14.1487, 2000, Jun Average, Denmark, DNK
15.3187, 2000, Jul Average, Denmark, DNK
15.7381, 2000, Aug Average, Denmark, DNK
13.1758, 2000, Sep Average, Denmark, DNK
11.1005, 2000, Oct Average, Denmark, DNK
6.92962, 2000, Nov Average, Denmark, DNK
3.39197, 2000, Dec Average, Denmark, DNK
1.33253, 2001, Jan Average, Denmark, DNK
0.22878, 2001, Feb Average, Denmark, DNK
1.37486, 2001, Mar Average, Denmark, DNK
5.98866, 2001, Apr Average, Denmark, DNK
11.7543, 2001, May Average, Denmark, DNK
13.1947, 2001, Jun Average, Denmark, DNK
18.049, 2001, Jul Average, Denmark, DNK
17.2767, 2001, Aug Average, Denmark, DNK
12.6512, 2001, Sep Average, Denmark, DNK
11.9887, 2001, Oct Average, Denmark, DNK
5.12239, 2001, Nov Average, Denmark, DNK
0.21505, 2001, Dec Average, Denmark, DNK
2.33997, 2002, Jan Average, Denmark, DNK
4.02029, 2002, Feb Average, Denmark, DNK
4.44908, 2002, Mar Average, Denmark, DNK
7.49116, 2002, Apr Average, Denmark, DNK
12.9817, 2002, May Average, Denmark, DNK
15.8777, 2002, Jun Average, Denmark, DNK
17.4613, 2002, Jul Average, Denmark, DNK
19.5697, 2002, Aug Average, Denmark, DNK
14.8604, 2002, Sep Average, Denmark, DNK
7.08929, 2002, Oct Average, Denmark, DNK
3.84329, 2002, Nov Average, Denmark, DNK
-0.7085, 2002, Dec Average, Denmark, DNK
-0.3074, 2003, Jan Average, Denmark, DNK
-1.6305, 2003, Feb Average, Denmark, DNK
3.42706, 2003, Mar Average, Denmark, DNK
7.25292, 2003, Apr Average, Denmark, DNK
11.713, 2003, May Average, Denmark, DNK
16.167, 2003, Jun Average, Denmark, DNK
18.4046, 2003, Jul Average, Denmark, DNK
18.1249, 2003, Aug Average, Denmark, DNK
14.169, 2003, Sep Average, Denmark, DNK
6.52798, 2003, Oct Average, Denmark, DNK
6.21899, 2003, Nov Average, Denmark, DNK
3.35804, 2003, Dec Average, Denmark, DNK
-0.8767, 2004, Jan Average, Denmark, DNK
1.74423, 2004, Feb Average, Denmark, DNK
3.68345, 2004, Mar Average, Denmark, DNK
8.26677, 2004, Apr Average, Denmark, DNK
11.4968, 2004, May Average, Denmark, DNK
13.8185, 2004, Jun Average, Denmark, DNK
15.5819, 2004, Jul Average, Denmark, DNK
18.1891, 2004, Aug Average, Denmark, DNK
13.9314, 2004, Sep Average, Denmark, DNK
9.49961, 2004, Oct Average, Denmark, DNK
5.02192, 2004, Nov Average, Denmark, DNK
3.50089, 2004, Dec Average, Denmark, DNK
3.09381, 2005, Jan Average, Denmark, DNK
-0.0488, 2005, Feb Average, Denmark, DNK
1.56727, 2005, Mar Average, Denmark, DNK
7.67632, 2005, Apr Average, Denmark, DNK
11.0977, 2005, May Average, Denmark, DNK
14.2533, 2005, Jun Average, Denmark, DNK
17.6925, 2005, Jul Average, Denmark, DNK
15.7891, 2005, Aug Average, Denmark, DNK
14.6205, 2005, Sep Average, Denmark, DNK
11.0259, 2005, Oct Average, Denmark, DNK
5.8808, 2005, Nov Average, Denmark, DNK
2.07994, 2005, Dec Average, Denmark, DNK
-1.534, 2006, Jan Average, Denmark, DNK
0.09628, 2006, Feb Average, Denmark, DNK
-0.2019, 2006, Mar Average, Denmark, DNK
6.34242, 2006, Apr Average, Denmark, DNK
11.6354, 2006, May Average, Denmark, DNK
15.4007, 2006, Jun Average, Denmark, DNK
19.9446, 2006, Jul Average, Denmark, DNK
17.3303, 2006, Aug Average, Denmark, DNK
16.2795, 2006, Sep Average, Denmark, DNK
12.3155, 2006, Oct Average, Denmark, DNK
7.74291, 2006, Nov Average, Denmark, DNK
6.45062, 2006, Dec Average, Denmark, DNK
4.56562, 2007, Jan Average, Denmark, DNK
1.89857, 2007, Feb Average, Denmark, DNK
6.17297, 2007, Mar Average, Denmark, DNK
9.41354, 2007, Apr Average, Denmark, DNK
11.9284, 2007, May Average, Denmark, DNK
16.3953, 2007, Jun Average, Denmark, DNK
16.2207, 2007, Jul Average, Denmark, DNK
16.9877, 2007, Aug Average, Denmark, DNK
13.0647, 2007, Sep Average, Denmark, DNK
8.84762, 2007, Oct Average, Denmark, DNK
4.88357, 2007, Nov Average, Denmark, DNK
3.29184, 2007, Dec Average, Denmark, DNK
3.60583, 2008, Jan Average, Denmark, DNK
4.22838, 2008, Feb Average, Denmark, DNK
3.8019, 2008, Mar Average, Denmark, DNK
7.66164, 2008, Apr Average, Denmark, DNK
13.1609, 2008, May Average, Denmark, DNK
15.4819, 2008, Jun Average, Denmark, DNK
17.9869, 2008, Jul Average, Denmark, DNK
16.9058, 2008, Aug Average, Denmark, DNK
13.2588, 2008, Sep Average, Denmark, DNK
9.77508, 2008, Oct Average, Denmark, DNK
5.75179, 2008, Nov Average, Denmark, DNK
2.2478, 2008, Dec Average, Denmark, DNK
0.44195, 2009, Jan Average, Denmark, DNK
0.42592, 2009, Feb Average, Denmark, DNK
4.00899, 2009, Mar Average, Denmark, DNK
9.57888, 2009, Apr Average, Denmark, DNK
11.9181, 2009, May Average, Denmark, DNK
14.1832, 2009, Jun Average, Denmark, DNK
17.827, 2009, Jul Average, Denmark, DNK
17.7433, 2009, Aug Average, Denmark, DNK
14.5128, 2009, Sep Average, Denmark, DNK
7.87843, 2009, Oct Average, Denmark, DNK
7.02459, 2009, Nov Average, Denmark, DNK
0.40975, 2009, Dec Average, Denmark, DNK
-3.7708, 2010, Jan Average, Denmark, DNK
-2.3204, 2010, Feb Average, Denmark, DNK
2.78811, 2010, Mar Average, Denmark, DNK
7.3238, 2010, Apr Average, Denmark, DNK
9.6597, 2010, May Average, Denmark, DNK
14.347, 2010, Jun Average, Denmark, DNK
19.3534, 2010, Jul Average, Denmark, DNK
16.7475, 2010, Aug Average, Denmark, DNK
12.9499, 2010, Sep Average, Denmark, DNK
8.68305, 2010, Oct Average, Denmark, DNK
3.02535, 2010, Nov Average, Denmark, DNK
-4.1157, 2010, Dec Average, Denmark, DNK
0.13516, 2011, Jan Average, Denmark, DNK
-0.472, 2011, Feb Average, Denmark, DNK
3.02469, 2011, Mar Average, Denmark, DNK
9.67891, 2011, Apr Average, Denmark, DNK
12.0192, 2011, May Average, Denmark, DNK
15.6274, 2011, Jun Average, Denmark, DNK
16.8123, 2011, Jul Average, Denmark, DNK
16.581, 2011, Aug Average, Denmark, DNK
14.5201, 2011, Sep Average, Denmark, DNK
9.98266, 2011, Oct Average, Denmark, DNK
6.32891, 2011, Nov Average, Denmark, DNK
4.09946, 2011, Dec Average, Denmark, DNK
1.88948, 2012, Jan Average, Denmark, DNK
-0.8116, 2012, Feb Average, Denmark, DNK
5.75775, 2012, Mar Average, Denmark, DNK
6.72381, 2012, Apr Average, Denmark, DNK
12.4413, 2012, May Average, Denmark, DNK
13.4681, 2012, Jun Average, Denmark, DNK
16.5155, 2012, Jul Average, Denmark, DNK
17.1335, 2012, Aug Average, Denmark, DNK
13.4085, 2012, Sep Average, Denmark, DNK
8.86739, 2012, Oct Average, Denmark, DNK
5.94028, 2012, Nov Average, Denmark, DNK
-0.0653, 2012, Dec Average, Denmark, DNK
-0.1109, 2013, Jan Average, Denmark, DNK
-0.51, 2013, Feb Average, Denmark, DNK
-0.6061, 2013, Mar Average, Denmark, DNK
6.15755, 2013, Apr Average, Denmark, DNK
12.3917, 2013, May Average, Denmark, DNK
14.8105, 2013, Jun Average, Denmark, DNK
18.0482, 2013, Jul Average, Denmark, DNK
17.4822, 2013, Aug Average, Denmark, DNK
13.3983, 2013, Sep Average, Denmark, DNK
10.8866, 2013, Oct Average, Denmark, DNK
5.86506, 2013, Nov Average, Denmark, DNK
4.87719, 2013, Dec Average, Denmark, DNK
1.12533, 2014, Jan Average, Denmark, DNK
3.9491, 2014, Feb Average, Denmark, DNK
6.10089, 2014, Mar Average, Denmark, DNK
9.22846, 2014, Apr Average, Denmark, DNK
12.0459, 2014, May Average, Denmark, DNK
15.3266, 2014, Jun Average, Denmark, DNK
19.5949, 2014, Jul Average, Denmark, DNK
16.4083, 2014, Aug Average, Denmark, DNK
15.1138, 2014, Sep Average, Denmark, DNK
12.2148, 2014, Oct Average, Denmark, DNK
7.40877, 2014, Nov Average, Denmark, DNK
3.54848, 2014, Dec Average, Denmark, DNK
2.54286, 2015, Jan Average, Denmark, DNK
1.5806, 2015, Feb Average, Denmark, DNK
4.76278, 2015, Mar Average, Denmark, DNK
7.36301, 2015, Apr Average, Denmark, DNK
10.1277, 2015, May Average, Denmark, DNK
13.4474, 2015, Jun Average, Denmark, DNK
16.391, 2015, Jul Average, Denmark, DNK
17.8878, 2015, Aug Average, Denmark, DNK
13.3752, 2015, Sep Average, Denmark, DNK
9.13868, 2015, Oct Average, Denmark, DNK
7.31066, 2015, Nov Average, Denmark, DNK
6.57103, 2015, Dec Average, Denmark, DNK
-0.3752, 2016, Jan Average, Denmark, DNK
2.36807, 2016, Feb Average, Denmark, DNK
3.77877, 2016, Mar Average, Denmark, DNK
6.73868, 2016, Apr Average, Denmark, DNK
13.1824, 2016, May Average, Denmark, DNK
16.0654, 2016, Jun Average, Denmark, DNK
17.0864, 2016, Jul Average, Denmark, DNK
16.4464, 2016, Aug Average, Denmark, DNK
16.3128, 2016, Sep Average, Denmark, DNK
8.72842, 2016, Oct Average, Denmark, DNK
4.13792, 2016, Nov Average, Denmark, DNK
4.20316, 2016, Dec Average, Denmark, DNK
-2.3733, 1991, Jan Average, Estonia, EST
-5.3492, 1991, Feb Average, Estonia, EST
0.09612, 1991, Mar Average, Estonia, EST
4.91052, 1991, Apr Average, Estonia, EST
8.53469, 1991, May Average, Estonia, EST
12.99, 1991, Jun Average, Estonia, EST
17.4827, 1991, Jul Average, Estonia, EST
17.2845, 1991, Aug Average, Estonia, EST
11.2588, 1991, Sep Average, Estonia, EST
6.87965, 1991, Oct Average, Estonia, EST
3.4582, 1991, Nov Average, Estonia, EST
-0.8, 1991, Dec Average, Estonia, EST
-1.1046, 1992, Jan Average, Estonia, EST
-1.5875, 1992, Feb Average, Estonia, EST
1.42232, 1992, Mar Average, Estonia, EST
3.34252, 1992, Apr Average, Estonia, EST
11.5409, 1992, May Average, Estonia, EST
15.8355, 1992, Jun Average, Estonia, EST
17.0951, 1992, Jul Average, Estonia, EST
16.2051, 1992, Aug Average, Estonia, EST
12.6979, 1992, Sep Average, Estonia, EST
2.15063, 1992, Oct Average, Estonia, EST
-0.5135, 1992, Nov Average, Estonia, EST
0.08584, 1992, Dec Average, Estonia, EST
-1.7413, 1993, Jan Average, Estonia, EST
-2.0937, 1993, Feb Average, Estonia, EST
-0.5829, 1993, Mar Average, Estonia, EST
4.94462, 1993, Apr Average, Estonia, EST
14.0514, 1993, May Average, Estonia, EST
12.3234, 1993, Jun Average, Estonia, EST
16.1048, 1993, Jul Average, Estonia, EST
14.3473, 1993, Aug Average, Estonia, EST
7.53485, 1993, Sep Average, Estonia, EST
4.8227, 1993, Oct Average, Estonia, EST
-3.9646, 1993, Nov Average, Estonia, EST
-2.441, 1993, Dec Average, Estonia, EST
-3.2125, 1994, Jan Average, Estonia, EST
-11.554, 1994, Feb Average, Estonia, EST
-1.9337, 1994, Mar Average, Estonia, EST
6.55444, 1994, Apr Average, Estonia, EST
9.07727, 1994, May Average, Estonia, EST
12.7426, 1994, Jun Average, Estonia, EST
19.4175, 1994, Jul Average, Estonia, EST
16.3239, 1994, Aug Average, Estonia, EST
12.2348, 1994, Sep Average, Estonia, EST
5.39409, 1994, Oct Average, Estonia, EST
0.4621, 1994, Nov Average, Estonia, EST
